title,published_dt,sources,sections,urls
'Profoundly troubling yet fundamentally different': Hospitals' 2-pronged reimbursement battle,2025-06-11T15:55:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/profoundly-troubling-yet-fundamentally-different-hospitals-2-pronged-reimbursement-battle/
"Albany Med, Honest Health partner on value-based care",2025-06-11T15:38:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/albany-med-honest-health-partner-on-value-based-care/
A tough road ahead for hospitals as ACA tax credits expiration looms large,2025-06-11T14:46:48-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/a-tough-road-ahead-for-hospitals-as-aca-tax-credits-expiration-looms-large/
RCM co. MedEvolve names new CEO,2025-06-11T10:00:53-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/rcm-co-medevolve-names-new-ceo/
2 hospitals fined for price transparency violations,2025-06-11T08:32:53-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/2-hospitals-fined-for-price-transparency-violations-2/
15 profitable health systems in Q1,2025-06-10T15:28:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/15-profitable-health-systems-in-q1/
Trump to roll back 'gimmick' Medicaid payment policy,2025-06-10T09:18:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/trump-to-roll-back-gimmick-medicaid-payment-policy/
University Hospitals cuts operating loss in Q1,2025-06-10T08:59:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/university-hospitals-cuts-operating-loss-in-q1/
HOW EAAS FREES UP CAPITAL FOR STRATEGIC GROWTH,2025-06-10T08:06:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-eaas-frees-up-capital-for-strategic-growth/
Fitch downgrades Pennsylvania health system's credit rating,2025-06-09T16:28:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/fitch-downgrades-pennsylvania-health-systems-credit-rating/
Providence's CEO on healthcare's 'perfect storm',2025-06-09T15:21:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/providences-ceo-on-healthcares-perfect-storm/
Prime Healthcare's newly acquired Illinois hospitals see 100 job cuts,2025-06-09T15:10:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prime-healthcares-newly-acquired-illinois-hospitals-see-100-job-cuts/
Time to rethink direct contribution margin: A flawed lens for service line performance,2025-06-09T14:41:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/time-to-rethink-direct-contribution-margin-a-flawed-lens-for-service-line-performance/
Ascension to take page out of Tenet's playbook,2025-06-09T09:34:14-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-to-take-page-out-of-tenets-playbook/
Allegheny Health Network back in the black in Q1,2025-06-09T08:52:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/allegheny-health-network-back-in-the-black-in-q1/
116 workers to be laid off in Virginia Mason 'transition',2025-06-09T08:47:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/116-workers-to-be-laid-off-in-virginia-mason-transition/
"Hospital profitability: 88 statistics by region, size",2025-06-06T12:06:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-profitability-88-statistics-by-region-size/
Ascension 2.0: 10 key transactions to know,2025-06-06T08:42:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-2-0-10-key-transactions-to-know/
Prime CEO responds to Illinois senators' concerns over service cuts,2025-06-06T08:21:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prime-ceo-responds-to-illinois-senators-concerns-over-service-cuts/
Senate GOP eyes Medicare reforms amid fiscal pressure,2025-06-05T17:08:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/senate-gop-eyes-medicare-reforms-amid-fiscal-pressure/
GOP bill would increase hospital uncompensated care costs by $42B in 2034: AEH,2025-06-05T16:42:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/gop-bill-would-increase-hospital-uncompensated-care-costs-by-42b-in-2034-aeh/
'It's absolutely critical': The one thing hospital CFOs can't let slip today,2025-06-05T11:57:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/its-absolutely-critical-the-one-thing-hospital-cfos-cant-let-slip-today/
California system cuts 285 nurse supervisor roles amid staffing model shift,2025-06-05T10:11:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-system-cuts-285-nurse-supervisor-roles-amid-staffing-model-shift/
Med-Metrix to lay off 142 due to Crozer closure,2025-06-05T10:04:07-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/med-metrix-to-lay-off-142-due-to-crozer-closure/
Johns Hopkins braces for a 'downward trend' of federal support,2025-06-05T09:43:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/johns-hopkins-braces-for-a-downward-trend-of-federal-support/
"Hospitals realize financial gains, margins hit 3%: 6 notes",2025-06-05T09:17:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-realize-financial-gains-margins-hit-3-6-notes/
GOP bill would leave 11 million more uninsured: CBO,2025-06-04T17:22:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/gop-bill-would-leave-11-million-uninsured-cbo/
Providence Montana hospital to shutter family maternity center,2025-06-04T16:27:10-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/providence-montana-hospital-to-shutter-family-maternity-center/
The 'rallying cry' that transformed Intermountain's Peaks Region's revenue cycle,2025-06-04T15:20:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-rallying-cry-that-transformed-intermountains-peaks-regions-revenue-cycle/
UPMC's operating margin rebounds to 2.9% from -1.4% in Q1,2025-06-04T08:57:07-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/upmcs-operating-margin-rebounds-to-2-9-from-1-4-in-q1/
"Pharmacy, outpatient care drive family healthcare costs up 6%",2025-06-04T08:56:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pharmacy-outpatient-care-drive-family-healthcare-costs-up-6/
Intermountain CEO: Nonprofit hospitals must clarify their value amid tax-exempt scrutiny,2025-06-04T08:42:01-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/intermountain-ceo-nonprofit-hospitals-must-clarify-their-value-amid-tax-exempt-scrutiny/
Oklahoma system lays off 10% of workforce,2025-06-03T09:07:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/oklahoma-system-lays-off-10-of-workforce/
Northwell posts 0.6% operating margin in Q1,2025-06-03T08:52:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/northwell-posts-0-6-operating-margin-in-q1/
Sutter's $23M rural care expansion: 6 things to know,2025-06-02T15:32:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/sutters-23m-rural-care-expansion-6-things-to-know/
The impact of inconsistent financial assistance at hospitals: 3 notes,2025-06-02T14:56:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-impact-of-inconsistent-financial-assistance-at-hospitals-3-notes/
CEO shares next chapter for newly created Hudson Regional Health,2025-06-02T14:12:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ceo-shares-next-chapter-for-newly-created-hudson-regional-health/
8 RCM headlines to know from May,2025-06-02T11:16:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/8-rcm-headlines-to-know-from-may/
HHS watchdog spotlights $16B in health savings: 5 notes,2025-06-02T09:58:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hhs-watchdog-spotlights-16b-in-health-savings-5-notes/
California hospital faces closure,2025-06-02T09:15:29-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-hospital-faces-closure/
Advocate Health's operating income up 217% in Q1,2025-06-02T08:45:16-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/advocate-healths-operating-income-up-217-in-q1/
The New RCM Formula: AI + People = Progress,2025-06-02T08:21:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-new-rcm-formula-ai-people-progress/
Missouri hospital leader calls for new designation to protect 'tweener' hospitals,2025-05-30T12:53:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/missouri-hospital-leader-calls-for-new-designation-to-protect-tweener-hospitals/
HCA's TriStar Health plans $286M Tennessee hospital,2025-05-30T12:00:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hcas-tristar-health-plans-286m-tennessee-hospital/
"Closures, bids, layoffs: Where Steward's 31 hospitals stand",2025-05-30T10:52:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/closures-bids-layoffs-where-stewards-31-hospitals-stand/
Montefiore narrows Q1 loss as CFO asks lawmakers to ensure sustainable funding,2025-05-30T10:04:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/montefiore-narrows-q1-loss-as-cfo-asks-lawmakers-to-ensure-sustainable-funding/
Former Steward hospital in Pennsylvania reopens under new owner,2025-05-30T09:47:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/former-steward-hospital-in-pennsylvania-reopens-under-new-owner/
3 hospital closures in May,2025-05-30T09:33:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-hospital-closures-in-may/
'Change is always challenging': Utah hospital to outsource emergency physicians,2025-05-30T09:14:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/change-is-always-challenging-utah-hospital-to-outsource-emergency-physicians/
"UC Health to phase out skilled nursing, post-acute inpatient care",2025-05-29T16:14:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/uc-health-to-phase-out-skilled-nursing-post-acute-inpatient-care/
Memorial Health CFO's journey from local to leader,2025-05-29T13:17:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/memorial-health-cfos-journey-from-local-to-leader/
Health system margins improve amid steady hospital revenue growth,2025-05-29T09:34:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-margins-improve-amid-steady-hospital-revenue-growth/
Penn State Health's operating income up 26% through Q3 as new CEO named,2025-05-29T09:00:57-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/penn-state-healths-operating-income-up-26-through-q3-as-new-ceo-named/
Henry Ford Health posts 2.4% operating margin in Q1: 5 things to know,2025-05-28T15:00:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/henry-ford-health-posts-2-4-operating-margin-in-q1-5-things-to-know/
Cleveland Clinic updates new copay policy after community pushback,2025-05-28T11:54:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cleveland-clinic-clarifies-new-copay-policy/
R1 RCM secures investment to boost AI efforts,2025-05-28T08:56:57-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/r1-rcm-secures-investment-to-boost-ai-efforts/
ECU Health details plans to reopen closed hospital,2025-05-27T16:15:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ecu-health-details-plans-to-reopen-closed-hospital/
CMS cracks down on states using Medicaid to treat undocumented immigrants,2025-05-27T15:42:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cms-cracks-down-on-states-using-medicaid-to-treat-undocumented-immigrants/
Tackling data inequities: How healthcare leaders can improve the bottom line,2025-05-27T10:50:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tackling-data-inequities-how-healthcare-leaders-can-improve-the-bottom-line/
Cleveland Clinic to require copays before nonemergency appointments,2025-05-27T09:31:37-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cleveland-clinic-to-require-copays-before-nonemergency-appointments/
Orlando Health's operating income down 25% in Q2 amid hospital integration costs,2025-05-27T08:39:13-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/orlando-healths-operating-income-down-25-in-q2-amid-hospital-integration-costs/
"PeaceHealth to reduce workforce by 1%, freeze hiring",2025-05-27T08:20:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/peacehealth-to-reduce-workforce-by-1-freeze-hiring/
Indiana hospital clinic to close,2025-05-23T12:24:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/indiana-hospital-clinic-to-close/
62 health systems ranked by total assets,2025-05-23T11:16:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/63-health-systems-ranked-by-total-assets/
"Worlds apart, our hospitals rely on Medicaid just the same",2025-05-23T10:20:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/worlds-apart-our-hospitals-rely-on-medicaid-just-the-same/
Trump budget bill includes Medicare pay boost: 5 notes,2025-05-23T10:18:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/trump-budget-bill-includes-medicare-pay-boost-5-notes/
Prospect's Connecticut hospitals secure buyer interest,2025-05-23T09:45:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prospects-connecticut-hospitals-secure-buyer-interest/
Alabama hospital closes,2025-05-23T08:43:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/alabama-hospital-to-close-ed-end-inpatient-care/
Bon Secours Mercy Health raises operating margin to 2.8% in Q1,2025-05-23T08:35:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/bon-secours-mercy-health-raises-operating-margin-to-2-8-in-q1/
CMS updates hospital price transparency guidance following executive order,2025-05-22T16:34:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cms-updates-hospital-price-transparency-guidance-following-executive-order/
FROM COST TO REVENUE CENTER: How Healthcare Systems are Adapting Real Estate Strategies to Address Financial Constraints,2025-05-22T14:17:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/from-cost-to-revenue-center-how-healthcare-systems-are-adapting-real-estate-strategies-to-address-financial-constraints/
SSM Health cuts operating loss in Q1,2025-05-22T11:31:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ssm-health-cuts-operating-loss-in-q1/
Northern Light hospital to close May 27,2025-05-22T09:49:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/northern-light-hospital-to-close-may-27/
Georgia hospital CEO cites USDA error in delayed payroll,2025-05-22T09:36:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/georgia-hospital-ceo-cites-usda-error-in-delayed-payroll/
"Texas Health Resources reports $409M operating gain, 6.2% margin in 2024",2025-05-22T09:31:31-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/texas-health-resources-reports-409m-operating-gain-6-2-margin-in-2024/
Intermountain doubles Q1 operating margin to 6.5%,2025-05-22T09:20:14-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/intermountain-doubles-q1-operating-margin-to-6-5/
Moody's upgrades Stanford Health Care's credit rating,2025-05-22T08:43:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-upgrades-stanford-health-cares-credit-rating/
Illinois senators raise concerns over Prime service cuts at former Ascension hospitals,2025-05-21T12:26:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/illinois-senators-raise-concerns-over-prime-service-cuts-at-former-ascension-hospitals/
Providence operating margin slips to -3.1% in Q1; CFO 'preparing for every scenario',2025-05-21T12:20:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/providence-operating-margin-slips-to-3-1-in-q1-cfo-preparing-for-every-scenario/
The 3 priorities on the mind of AdventHealth's new regional CFO,2025-05-21T10:04:14-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-3-priorities-on-the-mind-of-adventhealths-new-regional-cfo/
Health systems need radical transformation. Are C-suites ready?,2025-05-21T09:03:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-systems-need-radical-transformation-are-c-suites-ready/
"Medicaid cuts will trigger 'polycrisis,' Catholic health system leaders warn",2025-05-21T08:43:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medicaid-cuts-will-trigger-polycrisis-catholic-health-system-leaders-warn/
"CommonSpirit extends California hospital deal after 'profound impact' on finances, quality",2025-05-20T15:28:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/commonspirit-extends-california-hospital-deal-after-profound-impact-on-finances-quality/
How retail-style payments drive patient-centered care: 3 roundtable takeaways,2025-05-20T15:24:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-retail-style-payments-drive-patient-centered-care-3-roundtable-takeaways/
California hospital ED could close after CMS critical access removal,2025-05-20T15:22:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-hospital-ed-could-close-after-cms-critical-access-removal/
Front-runner to acquire RCM co. AGS Health emerges: Report,2025-05-20T15:07:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/front-runner-to-acquire-rcm-co-ags-health-emerges-report/
Baylor Scott & White Health reports 11.4% operating margin through Q3,2025-05-20T12:03:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/baylor-scott-white-health-reports-11-4-operating-margin-through-q3/
Ascension boosts cash after cyberattack-related collections: 8 things to know,2025-05-20T09:45:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-boosts-cash-after-cyberattack-related-collections-8-things-to-know/
3 RCM companies combine,2025-05-20T08:47:30-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-rcm-companies-combine/
Health system bad debt piles up: 5 things to know,2025-05-19T16:57:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-bad-debt-piles-up-5-things-to-know/
Children's Hospital of Philadelphia CFO's growth game plan,2025-05-19T16:15:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/childrens-hospital-of-philadelphia-cfos-growth-game-plan/
Mayo Clinic posts 7.3% margin in Q1,2025-05-19T16:12:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mayo-clinic-posts-7-3-margin-in-q1/
Moody's downgrades Children’s Hospital Los Angeles' credit rating,2025-05-19T13:55:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-downgrades-childrens-hospital-los-angeles-credit-rating/
Ascension reports $466M operating loss through FYQ3: 7 things to know,2025-05-19T09:55:10-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-reports-466m-operating-loss-through-fyq3-7-things-to-know/
Trinity Health sees $128M operating improvement through Q3,2025-05-19T09:02:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/trinity-health-sees-128m-operating-improvement-through-q3/
Legislation targeting Medicaid clears another House hurdle: 5 things to know,2025-05-19T08:54:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/legislation-targeting-medicaid-clears-another-house-hurdle/
Mass General Brigham reports $65M operating loss in Q2 amid reorganization,2025-05-19T08:54:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mass-general-brigham-reports-65m-operating-loss-in-q2-amid-reorganization/
Cleveland Clinic Q1 operating margin holds steady at 1.3%: 5 things to know,2025-05-16T11:50:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cleveland-clinic-q1-operating-margin-holds-steady-at-1-3-5-things-to-know/
Banner Health grows Q1 operating margin to 3.6% — 8 things to know,2025-05-16T11:29:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/banner-health-grows-q1-operating-margin-to-3-6-8-things-to-know/
11 hospitals closing departments or ending services,2025-05-16T10:11:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/11-hospitals-closing-departments-or-ending-services-3/
48% of execs say hospitals aren't equipped for current volumes,2025-05-16T09:10:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/48-of-execs-say-hospitals-arent-equipped-for-current-volumes/
Hospitals slam Newsom for 'broken promise' amid proposed Medi-Cal cuts,2025-05-16T08:15:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-slam-newsom-for-broken-promise-amid-proposed-medi-cal-cuts/
"CommonSpirit cuts operating loss in Q3, but payer challenges remain",2025-05-15T16:12:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/commonspirit-cuts-operating-loss-in-q3-but-payer-challenges-remain/
'The danger is extreme': Washington hospital group CEO warns of Medicaid cuts,2025-05-15T15:45:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-danger-is-extreme-washington-hospital-group-ceo-warns-of-medicaid-cuts/
Jefferson posts $29.3M operating loss through Q3,2025-05-15T13:26:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/jefferson-posts-29-3m-operating-loss-through-q3/
ECU Health looks to establish North Carolina's 1st rural emergency hospital,2025-05-15T10:00:23-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ecu-health-looks-to-establish-north-carolinas-1st-rural-emergency-hospital/
4 health systems outsourcing RCM functions,2025-05-15T09:55:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-health-systems-outsourcing-rcm-functions/
Catholic Health lays off 1% of workforce,2025-05-15T09:18:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/catholic-health-lays-off-1-of-workforce/
NYU Langone gets $15M gift,2025-05-15T08:55:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/nyu-langone-gets-15m-gift/
Pennsylvania bills would tighten oversight of private equity hospital deals,2025-05-14T17:38:10-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pennsylvania-bills-would-tighten-oversight-of-private-equity-hospital-deals/
House panel advances Medicaid cuts; hospitals urge lawmakers to 'alter course before it's too late',2025-05-14T16:57:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/house-panel-advances-medicaid-cuts-hospitals-urge-lawmakers-to-alter-course-before-its-too-late/
Hospital expenses per inpatient day across 50 states,2025-05-14T15:25:34-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-expenses-per-inpatient-day-across-50-states-2025/
Revenue cycle leaders prepare for a 'new and even more complex' landscape,2025-05-14T15:22:34-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-rev-cycle-leaders-are-preparing-for-a-new-and-even-more-complex-landscape/
Abruptly closed Texas hospital to reopen,2025-05-14T09:22:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/texas-hospital-abruptly-closes/
Maine bill would halt private equity hospital acquisitions,2025-05-14T08:51:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/maine-bill-would-halt-private-equity-hospital-acquisitions/
Health system C-suites sharpen vigilance amid tariff shifts,2025-05-13T22:57:27-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-c-suites-sharpen-vigilance-amid-tariff-shifts/
"Why hospitals can't cut their way to prosperity, per 1 CFO",2025-05-13T15:36:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-hospitals-cant-cut-their-way-to-prosperity-per-1-cfo/
Why Essentia's interim CFO pushes for a seat at the policy table,2025-05-13T13:49:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-essentias-interim-cfo-pushes-for-a-seat-at-the-policy-table/
Florida hospital strikes RCM partnership,2025-05-13T10:56:46-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/florida-hospital-strikes-rcm-partnership/
'States are gaming the system': CMS plans to close Medicaid funding 'loophole' — 8 things to know,2025-05-13T09:23:13-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/states-are-gaming-the-system-cms-plans-to-close-medicaid-funding-loophole-8-things-to-know/
Henry Ford Health's operating margin improves to 3.1% in 2024,2025-05-13T08:33:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/henry-ford-healths-operating-margin-improves-to-3-1-in-2024/
Washington hospital slashes more services after Medicaid cut layoffs,2025-05-12T17:10:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/washington-hospital-slashes-more-services-after-medicaid-cut-layoffs/
"Health system margins dip below 1%, a 15-month low",2025-05-12T16:41:48-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-margins-dip-below-1-a-15-month-low/
Emory expects 6% margin after 2-year turnaround,2025-05-12T09:40:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/emory-expects-6-margin-after-2-year-turnaround/
Illinois system phases out $5 pay differential for nurses,2025-05-12T09:19:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/illinois-system-phases-out-5-pay-differential-for-nurses/
Carle Health to lay off 612,2025-05-12T09:04:46-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/carle-health-to-lay-off-612/
Kaiser Permanente posts $932M operating income in Q1,2025-05-12T08:33:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/kaiser-permanente-posts-932m-operating-income-in-q1/
Health system vs. insurer CEO salaries | 2024,2025-05-09T12:03:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-vs-insurer-ceo-salaries-2025/
Will commercial insurers 'fill the gap'? Health system execs focus on Medicaid,2025-05-09T11:20:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/will-commercial-insurers-fill-the-gap-health-system-execs-focus-on-medicaid/
Louisiana hospital fined for alleged price transparency violations,2025-05-09T09:39:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/louisiana-hospital-fined-for-alleged-price-transparency-violations/
Prime's 'hands-on' approach to cross-market M&A,2025-05-09T09:04:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/primes-hands-on-approach-to-cross-market-ma/
Moody’s places Legacy Health on downgrade watch following merger termination,2025-05-09T09:01:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-places-legacy-health-on-downgrade-watch-following-merger-termination/
The realities of outsourcing revenue cycle operations,2025-05-08T15:56:29-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-realities-of-outsourcing-revenue-cycle-operations/
Ardent Health's highest-earning executives in 2024,2025-05-08T11:07:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ardent-healths-highest-earning-executives-in-2024/
Ardent Health 'on track' to meet financial targets after 'strong' Q1: CEO,2025-05-08T09:50:01-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ardent-health-on-track-to-meet-financial-targets-after-strong-q1-ceo/
Health systems shake up CFOs amid financial pressures,2025-05-08T08:51:29-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-systems-shake-up-cfos-amid-financial-pressures/
This CFO encourages leaders to 'think outside the box' to combat labor shortages,2025-05-07T15:20:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/this-cfo-encourages-leaders-to-think-outside-the-box-to-combat-labor-shortages/
